id,Year,Paper,Keyword_1,Keyword_2,Keyword_3,Keyword_4,NewKeyword
1049,2004,the complexity of global constraints,complexity, complexity,nan,nan,multidisciplinary topics
1050,2004,complexity of contextual reasoning,complexity, complexity,nan,nan,multidisciplinary topics
1051,2004,the backdoor key:  a path to understanding problem hardness,complexity, complexity,nan,nan,multidisciplinary topics
1052,2004,hiding satisfying assignments:  two are better than one,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1053,2004,modeling choices in quasigroup completion:  sat vs,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1054,2004,leap before you look:  an effective strategy in an oversubscribed scheduling problem,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1055,2004,domain transmutation in constraint satisfaction problems,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1056,2004,collapsibility and consistency in quantified constraint satisfaction,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1057,2004,complete local search for propositional satisfiability,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1058,2004,quickxplain:  preferred explanations and relaxations for over-constrained problems,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1059,2004,max-2-sat:  how good is tabu search in the worst-case? aaai 2004:  173-178,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1060,2004,the practice of approximated consistency for knapsack constraints,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1061,2004,study of lower bound functions for max-2-sat,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1062,2004,additive versus multiplicative clause weighting for sat,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1063,2004,tractable tree convex constraint networks,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1064,2004,eliciting bid taker non-price preferences in (combinatorial) auctions,game theory and economic models, game theory and economic models,nan,nan,game theory
1065,2004,combinatorial auctions with structured item graphs,game theory and economic models, game theory and economic models,nan,nan,game theory
1066,2004,"computing shapley values, manipulating value division schemes, and checking core membership in multi-issue domains",game theory and economic models, game theory and economic models,nan,nan,game theory
1067,2004,learning social preferences in games,game theory and economic models, game theory and economic models,nan,nan,game theory
1068,2004,methods for boosting revenue in combinatorial auctions,game theory and economic models, game theory and economic models,nan,nan,game theory
1069,2004,using contracts to influence the outcome of a game,game theory and economic models, game theory and economic models,nan,nan,game theory
1070,2004,scaling up reasoning about actions using relational database technology,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1071,2004,conservative belief revision,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1072,2004,mereological semantics for bio-ontologies,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1073,2004,casee:  a hierarchical event representation for the analysis of videos,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1074,2004,making argumentation more believable,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1075,2004,towards higher impact argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1076,2004,loop formulas for circumscription,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1077,2004,an instance-based state representation for network repair,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1078,2004,"logical foundations of negotiation:  outcome, concession, and adaptation",knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1079,2004,repeated observation models,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1080,2004,encoding probabilistic causal model in probabilistic action language,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1081,2004,evaluating ontology cleaning,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1082,2004,negotiation as mutual belief revision,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1083,2004,learning hierarchical hidden markov models with general state hierarchy,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1084,2004,an ensemble technique for stable learners with performance bounds,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1085,2004,on the optimality of probability estimation by random decision trees,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1086,2004,fibring neural networks,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1087,2004,learning and inferring transportation routines,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1088,2004,learning and applying competitive strategies,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1089,2004,bayesian network classifiers versus k-nn classifier using sequential feature selection,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1090,2004,online parallel boosting,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1091,2004,bayesian inference on principal component analysis using reversible jump markov chain monte carlo,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1092,2004,error detection and impact-sensitive instance ranking in noisy datasets,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1093,2004,comparing cognitive and computational models of narrative structure,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1094,2004,methods for domain-independent information extraction from the web:  an experimental comparison,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1095,2004,interpreting loosely encoded questions,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1096,2004,learning indexing patterns from one language for the benefit of others,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1097,2004,interactive information extraction with constrained conditional random fields,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1098,2004,identification and tracing of ambiguous names:  discriminative and generative approaches,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1099,2004,text classification by labeling words,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1100,2004,on the relationship between lexical semantics and syntax for the inference of context-free grammars,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1101,2004,distributed representation of syntactic structure by tensor product representation and non-linear compression,natural language processing and information extraction, natural language processing and information extraction,nan,nan,nlp
1102,2004,rapid object recognition from discriminative regions of interest,perception, perception,nan,nan,vision & robotics
1103,2004,automatically transforming symbolic shape descriptions for use in sketch recognition,perception, perception,nan,nan,vision & robotics
1104,2004,large-scale map-making,perception, perception,nan,nan,vision & robotics
1105,2004,a multi-resolution pyramid for outdoor robot terrain perception,perception, perception,nan,nan,vision & robotics
1106,2004,self-organizing visual maps,perception, perception,nan,nan,vision & robotics
1107,2004,reconstruction of 3d models from intensity images and partial depth,perception, perception,nan,nan,vision & robotics
1108,2004,perceptually based learning of shape descriptions for sketch recognition,perception, perception,nan,nan,vision & robotics
1109,2004,on the integration of grounding language and learning objects,perception, perception,nan,nan,vision & robotics
1110,2004,"generating safe assumption-based plans for partially observable, nondeterministic domains",planning and scheduling, planning and scheduling,nan,nan,planning methods
1111,2004,regrets only! online stochastic optimization under time constraints,planning and scheduling, planning and scheduling,nan,nan,planning methods
1112,2004,assessing the complexity of plan recognition,planning and scheduling, planning and scheduling,nan,nan,planning methods
1113,2004,forward-chaining planning in nondeterministic domains,planning and scheduling, planning and scheduling,nan,nan,planning methods
1114,2004,transport logistics planning with service-level constraints,planning and scheduling, planning and scheduling,nan,nan,planning methods
1115,2004,distance estimates for planning in the discrete belief space,planning and scheduling, planning and scheduling,nan,nan,planning methods
1116,2004,continuous time in a sat-based planner,planning and scheduling, planning and scheduling,nan,nan,planning methods
1117,2004,analogical path planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
1118,2004,an effective algorithm for project scheduling with arbitrary temporal constraints,planning and scheduling, planning and scheduling,nan,nan,planning methods
1119,2004,"shortest path discovery problems:  a framework, algorithms and experimental results",planning and scheduling, planning and scheduling,nan,nan,planning methods
1120,2004,regression with respect to sensing actions and partial states,planning and scheduling, planning and scheduling,nan,nan,planning methods
1121,2004,effective approaches for partial satisfaction (over-subscription) planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
1122,2004,branching and pruning:  an optimal temporal pocl planner based on constraint programming,planning and scheduling, planning and scheduling,nan,nan,planning methods
1123,2004,high-level goal recognition in a wireless lan,planning and scheduling, planning and scheduling,nan,nan,planning methods
1124,2004,spatial aggregation for qualitative assessment of scientific computations,qualitative modeling, qualitative modeling,nan,nan,cognitive modeling
1125,2004,a qualitative-quantitative methods-based e-learning support system in economic education,qualitative modeling, qualitative modeling,nan,nan,cognitive modeling
1126,2004,skill acquisition and use for a dynamically-balancing soccer robot,robotics, robotics,nan,nan,reinforcement learning
1127,2004,common sense data acquisition for indoor mobile robots,robotics, robotics,nan,nan,reinforcement learning
1128,2004,machine learning for fast quadrupedal locomotion,robotics, robotics,nan,nan,reinforcement learning
1129,2004,interleaving temporal planning and execution in robotics domains,robotics, robotics,nan,nan,reinforcement learning
1130,2004,reinforcement learning for cpg-driven biped robot,robotics, robotics,nan,nan,reinforcement learning
1131,2004,advice generation from observed execution:  abstract markov decision process learning,robotics, robotics,nan,nan,reinforcement learning
1132,2004,compressing pattern databases,search, search,nan,nan,applications
1133,2004,a general solution to the graph history interaction problem,search, search,nan,nan,applications
1134,2004,best-first frontier search with delayed duplicate detection,search, search,nan,nan,applications
1135,2004,temperature discovery search,search, search,nan,nan,applications
1136,2004,simple search methods for finding a nash equilibrium,search, search,nan,nan,applications
1137,2004,towards efficient sampling:  exploiting random walk strategies,search, search,nan,nan,applications
1138,2004,space-efficient memory-based heuristics,search, search,nan,nan,applications
1139,2004,structured duplicate detection in external-memory graph search,search, search,nan,nan,applications
1140,2004,stochastic local search for pomdp controllers,uncertainty, uncertainty,nan,nan,reinforcement learning
1141,2004,a computational study of the kemeny rule for preference aggregation,uncertainty, uncertainty,nan,nan,reinforcement learning
1142,2004,probcons:  probabilistic consistency-based multiple alignment of amino acid sequences,uncertainty, uncertainty,nan,nan,reinforcement learning
1143,2004,dynamic programming for partially observable stochastic games,uncertainty, uncertainty,nan,nan,reinforcement learning
1144,2004,solving concurrent markov decision processes,uncertainty, uncertainty,nan,nan,reinforcement learning
1145,2004,low-cost addition of preferences to dtps and tcsps,uncertainty, uncertainty,nan,nan,reinforcement learning
1146,2004,mcp nets:  representing and reasoning with preferences of multiple agents,uncertainty, uncertainty,nan,nan,reinforcement learning
1147,2004,extending cp-nets with stronger conditional preference statements,uncertainty, uncertainty,nan,nan,reinforcement learning
1148,2004,solving generalized semi-markov decision processes using continuous phase-type distributions,uncertainty, uncertainty,nan,nan,reinforcement learning
1149,2004,exploring more realistic evaluation measures for collaborative filtering,user modeling, user modeling,nan,nan,multidisciplinary topics
1150,2004,mining opinion features in customer reviews,user modeling, user modeling,nan,nan,multidisciplinary topics
1151,2004,just how mad are you? finding strong and weak opinion clauses,user modeling, user modeling,nan,nan,multidisciplinary topics
1152,2004,tenth anniversary of the plastics color formulation tool,deployed application papers, deployed application papers,nan,nan,applications
1153,2004,the general motors variation-reduction adviser:  deployment issues for an ai application,deployed application papers, deployed application papers,nan,nan,applications
1154,2004,making better recommendations with online profiling agents,deployed application papers, deployed application papers,nan,nan,applications
1155,2004,ergonomics analysis for vehicle assembly using artificial intelligence,deployed application papers, deployed application papers,nan,nan,applications
1156,2004,the kojak group finder:  connecting the dots via integrated knowledge-based and statistical reasoning,emerging application papers, emerging application papers,nan,nan,applications
1157,2004,detecting and eliminating the cascade vulnerability problem from multilevel security networks using soft constraints,emerging application papers, emerging application papers,nan,nan,applications
1158,2004,the u,emerging application papers, emerging application papers,nan,nan,applications
1159,2004,vmodel:  a visual qualitative modeling environment for middle-school students,emerging application papers, emerging application papers,nan,nan,applications
1160,2004,sofia's choice:  an ai approach to scheduling airborne astronomy observations,emerging application papers, emerging application papers,nan,nan,applications
1161,2004,a comparison of techniques for scheduling earth observing satellites,emerging application papers, emerging application papers,nan,nan,applications
1162,2004,branching storylines in virtual reality environments for leadership development,emerging application papers, emerging application papers,nan,nan,applications
1163,2004,the independent lifestyle assistanttm (i,emerging application papers, emerging application papers,nan,nan,applications
1164,2004,identifying terrorist activity with ai plan recognition technology,emerging application papers, emerging application papers,nan,nan,applications
1165,2004,a robotic wayfinding system for the visually impaired,emerging application papers, emerging application papers,nan,nan,applications
1166,2004,machine learning for adaptive image interpretation,emerging application papers, emerging application papers,nan,nan,applications
1167,2004,ai characters and directors for interactive computer games,emerging application papers, emerging application papers,nan,nan,applications
1168,2004,agent-based simulation of geo-political conflict,emerging application papers, emerging application papers,nan,nan,applications
1169,2004,artemis:  integrating scientific data on the grid,emerging application papers, emerging application papers,nan,nan,applications
1170,2004,an explainable artificial intelligence system for small-unit tactical behavior,emerging application papers, emerging application papers,nan,nan,applications
1171,2004,an application view of coordinators:  coordination managers for first responders,emerging application papers, emerging application papers,nan,nan,applications
1172,2004,towards autonomic computing:  adaptive job routing and scheduling,emerging application papers, emerging application papers,nan,nan,applications
1173,2004,synthetic adversaries for urban combat training,emerging application papers, emerging application papers,nan,nan,applications
1174,2004,cabma:  case-based project management assistant,emerging application papers, emerging application papers,nan,nan,applications
1175,2004,automatic generation of artistic chinese calligraphy,emerging application papers, emerging application papers,nan,nan,applications
1227,2005,multiple-goal recognition from low-level signals,activity and plan recognition, activity and plan recognition,nan,nan,planning methods
1228,2005,a variational learning algorithm for the abstract hidden markov model,activity and plan recognition, activity and plan recognition,nan,nan,planning methods
1229,2005,large-scale localization from wireless signal strength,activity and plan recognition, activity and plan recognition,nan,nan,planning methods
1230,2005,unsupervised activity recognition using automatically mined common sense,activity and plan recognition, activity and plan recognition,nan,nan,planning methods
1231,2005,activity recognition through goal-based segmentation,activity and plan recognition, activity and plan recognition,nan,nan,planning methods
1232,2005,team member reallocation via tree pruning,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1233,2005,efficient no-regret multiagent learning,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1234,2005,solving discsps with penalty driven search,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1235,2005,coordination and adaptation in impromptu teams,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1236,2005,robust and self-repairing formation control for swarms of mobile agents,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1237,2005,an extended protocol for multiple-issue concurrent negotiation,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1238,2005,the semantics of potential intentions,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1239,2005,agent-organized networks for multi-agent production and exchange,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1240,2005,supporting collaborative activity,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1241,2005,multiple agent event detection and representation in videos,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1242,2005,anyone but him:  the complexity of precluding an alternative,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1243,2005,towards model-based diagnosis of coordination failures,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1244,2005,flexible teamwork in behavior-based robots,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1245,2005,coordinating agile systems through the model-based execution of temporal plans,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1246,2005,controversial users demand local trust metrics:  an experimental study on epinions,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1247,2005,modeling human behavior for virtual training systems,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1248,2005,networked distributed pomdps:  a synthesis of distributed constraint optimization and pomdps,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1249,2005,new approaches to optimization and utility elicitation in autonomic computing,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1250,2005,an ecological approach to agent population management,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1251,2005,distributing coalitional value calculations among cooperative agents,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1252,2005,cooperative exploration in the electronic marketplace,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1253,2005,solving the auction-based task allocation problem in an open environment,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1254,2005,profit sharing auction,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1255,2005,oar:  a formal framework for multi-agent negotiation,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1256,2005,tool use for autonomous agents,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1257,2005,observation-based model for bdi-agents,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1258,2005,stable service placement on dynamic peer-to-peer networks:  a heuristic for the distributed k-center problem,agents / multiagent systems, agents / multiagent systems,nan,nan,multiagent systems
1259,2005,analogical learning of visual/conceptual relationships in sketches,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1260,2005,solving everyday physical reasoning problems by analogy using sketches,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1261,2005,complexity-guided case discovery for case based reasoning,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1262,2005,interactive knowledge validation and query refinement in cbr,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1263,2005,competence driven case-base mining,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1264,2005,a domain-independent system for case-based task decomposition without domain theories,analogical and case-based reasoning, analogical and case-based reasoning,nan,nan,machine learning
1265,2005,mechanism design for single-value domains,auctions and market-based systems, auctions and market-based systems,nan,nan,computational social choice
1266,2005,combinatorial auctions with k-wise dependent valuations,auctions and market-based systems, auctions and market-based systems,nan,nan,computational social choice
1267,2005,expressive negotiation in settings with externalities,auctions and market-based systems, auctions and market-based systems,nan,nan,computational social choice
1268,2005,a new strategy-proof greedy-allocation combinatorial auction protocol and its extension to open ascending auction protocol,auctions and market-based systems, auctions and market-based systems,nan,nan,computational social choice
1269,2005,approximating revenue-maximizing combinatorial auctions,auctions and market-based systems, auctions and market-based systems,nan,nan,computational social choice
1270,2005,the achilles' heel of qbf,automated reasoning, automated reasoning,nan,nan,knowledge representation
1271,2005,combining stochastic and greedy search in hybrid estimation,automated reasoning, automated reasoning,nan,nan,knowledge representation
1272,2005,propositional fragments for knowledge compilation and quantified boolean formulae,automated reasoning, automated reasoning,nan,nan,knowledge representation
1273,2005,axiom schemata as metalevel axioms:  model theory,automated reasoning, automated reasoning,nan,nan,knowledge representation
1274,2005,on compiling system models for faster and more scalable diagnosis,automated reasoning, automated reasoning,nan,nan,knowledge representation
1275,2005,a discourse planning approach to cinematic camera control for narratives in virtual environments,automated reasoning, automated reasoning,nan,nan,knowledge representation
1276,2005,dependency-directed reconsideration belief base optimization for truth maintenance systems,automated reasoning, automated reasoning,nan,nan,knowledge representation
1277,2005,diagnosis as approximate belief state enumeration for probabilistic concurrent constraint automata,automated reasoning, automated reasoning,nan,nan,knowledge representation
1278,2005,model-based monitoring and diagnosis of systems with software-extended behavior,automated reasoning, automated reasoning,nan,nan,knowledge representation
1279,2005,recommender systems:  attack types and strategies,automated reasoning, automated reasoning,nan,nan,knowledge representation
1280,2005,compact propositional encodings of first-order theories,automated reasoning, automated reasoning,nan,nan,knowledge representation
1281,2005,identifying direct causal effects in linear models,automated reasoning, automated reasoning,nan,nan,knowledge representation
1282,2005,old resolution meets modern sls,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1283,2005,csp properties for quantified constraints:  definitions and complexity,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1284,2005,constrained decision diagrams,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1285,2005,finding diverse and similar solutions in constraint programming,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1286,2005,weighted super solutions for constraint programs,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1287,2005,generating hard satisfiable formulas by hiding solutions deceptively,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1288,2005,generalized nogoods in csps,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1289,2005,neighborhood interchangeability and dynamic bundling for non-binary finite csps,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1290,2005,a fast arc consistency algorithm for n-ary constraints,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1291,2005,quick shaving,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1292,2005,dc-ssat:  a divide-and-conquer approach to solving stochastic satisfiability problems efficiently,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1293,2005,a constraint satisfaction approach to geospatial reasoning,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1294,2005,a framework for representing and solving np search problems,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1295,2005,generation of hard non-clausal random satisfiability problems,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1296,2005,"anytime, complete algorithm for finding utilitarian optimal solutions to stpps",constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1297,2005,"superstabilizing, fault-containing distributed combinatorial optimization",constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1298,2005,sat-based versus csp-based constraint weighting for satisfiability,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1299,2005,constraint-based preferential optimization,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1300,2005,symchaff:  a structure-aware satisfiability solver,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1301,2005,performing bayesian inference by weighted model counting,constraint satisfaction and satisfiability, constraint satisfaction and satisfiability,nan,nan,search & constraint satisfaction
1302,2005,a generalized strategy eliminability criterion and computational methods for applying it,game theory and economic models, game theory and economic models,nan,nan,game theory
1303,2005,fast and compact:  a simple class of congestion games,game theory and economic models, game theory and economic models,nan,nan,game theory
1304,2005,mixed-integer programming methods for finding nash equilibria,game theory and economic models, game theory and economic models,nan,nan,game theory
1305,2005,approximate strategic reasoning through hierarchical reduction of large symmetric games,game theory and economic models, game theory and economic models,nan,nan,game theory
1306,2005,coalitional games in open anonymous environments,game theory and economic models, game theory and economic models,nan,nan,game theory
1307,2005,mathematical domain reasoning tasks in natural language tutorial dialog on proofs,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1308,2005,real-time classification of electromyographic signals for robotic control,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1309,2005,a decision theoretic model for stress recognition and user assistance,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1310,2005,on the evaluation of dynamic critiquing:  a large-scale user study,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1311,2005,optimal recommendation sets:  covering uncertainty over user preferences,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1312,2005,goal-directed site-independent recommendations from passive observations,human-computer interaction, human-computer interaction,nan,nan,multidisciplinary topics
1313,2005,an analysis of procedure learning by instruction,knowledge acquisition and engineering, knowledge acquisition and engineering,nan,nan,machine learning
1314,2005,an analysis of knowledge collected from volunteer contributors,knowledge acquisition and engineering, knowledge acquisition and engineering,nan,nan,machine learning
1315,2005,integrating description logics and action formalisms:  first results,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1316,2005,using sat and logic programming to design polynomial-time algorithms for planning in non-deterministic domains,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1317,2005,hybrid possibilistic networks,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1318,2005,practical first-order argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1319,2005,prioritized component systems,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1320,2005,dl-lite:  tractable description logics for ontologies,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1321,2005,an axiomatic account of formal argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1322,2005,merging argumentation systems,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1323,2005,dd-pref:  a language for expressing preferences over sets,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1324,2005,cumulative effects of concurrent actions on numeric-valued fluents,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1325,2005,only-knowing:  taking it beyond autoepistemic reasoning,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1326,2005,tractable reasoning in first-order knowledge bases with disjunctive information,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1327,2005,knowledge integration for description logics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1328,2005,analysis of strategic knowledge in back of the envelope reasoning,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1329,2005,generalized link properties for expressive epsilon-connections of description logics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1330,2005,functional specification of probabilistic process models,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1331,2005,diagnosing terminologies,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1332,2005,issues in reasoning about interaction networks in cells:  necessity of event ordering knowledge,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1333,2005,a theory of forgetting in logic programming,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
1334,2005,reasoning about intended actions,logic programming, logic programming,nan,nan,knowledge representation
1335,2005,strong and uniform equivalence in answer-set programming:  characterizations and complexity results for the non-ground case,logic programming, logic programming,nan,nan,knowledge representation
1336,2005,properties of programs with monotone and convex constraints,logic programming, logic programming,nan,nan,knowledge representation
1337,2005,a unified framework for representing logic program updates,logic programming, logic programming,nan,nan,knowledge representation
1338,2005,robust supervised learning,machine learning, machine learning,nan,nan,machine learning
1339,2005,weighted one-against-all,machine learning, machine learning,nan,nan,machine learning
1340,2005,optimal efficient learning equilibrium:  imperfect monitoring in symmetric games,machine learning, machine learning,nan,nan,machine learning
1341,2005,discovering domain-specific composite kernels,machine learning, machine learning,nan,nan,machine learning
1342,2005,a comparison of novel and state-of-the-art polynomial bayesian network learning algorithms,machine learning, machine learning,nan,nan,machine learning
1343,2005,reducing labeling effort for structured prediction tasks,machine learning, machine learning,nan,nan,machine learning
1344,2005,towards learning stochastic logic programs from proof-banks,machine learning, machine learning,nan,nan,machine learning
1345,2005,incremental estimation of discrete hidden markov models based on a new backward procedure,machine learning, machine learning,nan,nan,machine learning
1346,2005,a hybrid generative/discriminative approach to semi-supervised classifier design,machine learning, machine learning,nan,nan,machine learning
1347,2005,discriminative model selection for belief net structures,machine learning, machine learning,nan,nan,machine learning
1348,2005,transforming between propositions and features:  bridging the gap,machine learning, machine learning,nan,nan,machine learning
1349,2005,effective short-term opponent exploitation in simplified poker,machine learning, machine learning,nan,nan,machine learning
